"nr","cod_lmi","cod_lmi_jud","cod_lmi_nat","cod_lmi_grupa","cod_lmi_val","cod_lmi_num","SIRUTA_judet","judet","SIRUTA_UAT","rang","UAT","SIRUTA","localitate","denumire","latitudine_y","longitudine_x","cota","adresa","observatii_adresa","cod_postal","strada_nume","strada_numar","tip_patrimoniu","program_arhitectura","tip_monument","datare","fotografiat","existent","constructie_noua","stare_generala","observatii","observatii_cc"
1523,"B-II-m-A-19464.02","B","II","m","A",19464.02,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Casă parohială și lapidarium",44.431556,26.098777,,"Str. Poștei 6 sector 3",,,"Str. Poștei",6,"Patrimoniu religios","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă",1904,"NU",".",".",".",".",
1524,"B-II-m-A-19464.03","B","II","m","A",19464.03,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Turn clopotniță",44.431693,26.098731,,"Str. Poștei 6 sector 3",,,"Str. Poștei",6,"Patrimoniu religios","Clădire de cult","Turn-clopotniță",1904,"NU",".",".",".",".",
1525,"B-II-m-B-19465","B","II","m","B",19465,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă Rosetti - Solești",44.449429901643,26.0943406187444,,"Str. Povernei 1-3 sector 1",,,"Str. Povernei","1-3","Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX","DA",".",".","ÎN REABILITARE","ȘANTIER",
1526,"B-II-m-B-19466","B","II","m","B",19466,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.4559451,26.0915059,,"Str. Praga 2 sector 1",,,"Str. Praga",2,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","prima jum. sec. XX","NU","DA","NU","CONSERVAT","VEGETAȚIE",
1527,"B-II-m-B-19467","B","II","m","B",19467,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.456406,26.0914727,,"Str. Praga 4 sector 1",,,"Str. Praga",4,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","prima jum. sec. XX","NU","DA","NU","CONSERVAT","VEGETAȚIE",
1528,"B-II-m-B-19468","B","II","m","B",19468,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.4564385772366,26.0911295197158,,"Str. Praga 11 sector 1",,,"Str. Praga",11,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","prima jum. sec. XX","NU","DA","NU","CONSERVAT","DE REVENIT",
1529,"B-II-m-B-19469","B","II","m","B",19469,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179150,"Sector 2","Casă gen. David Praporgescu",44.4398443791884,26.1038059215215,,"Str. Praporgescu David g-ral 17 sector 2",,,"Str. Praporgescu David g-ral",17,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX","DA","DA","NU","PUTERNIC DEGRADAT",".",
1530,"B-II-m-B-19470","B","II","m","B",19470,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179178,"Sector 4","Casă",44.4226572854169,26.0966097131081,,"Str. Principatele Unite 63 sector 4",,,"Str. Principatele Unite",63,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XIX","DA","DA","NU","CONSERVAT",".","de verificat"
1531,"B-II-m-A-19472","B","II","m","A",19472,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179150,"Sector 2","Biserica ""Buna Vestire""",44.438694,26.1181417,,"Bd. Protopopescu Pache 1-3 sector 2",,,"Bd. Protopopescu Pache","1-3","Patrimoniu religios","Clădire de cult","Biserică","înc. sec. XX",,,,,,"trebuie verificat, nu sunt clare adresele PMB si nici google"
1532,"B-II-m-A-19473","B","II","m","A",19473,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179150,"Sector 2","Fostul Palat al Legației Elene, azi Ambasada Republicii Elene",44.438694,26.1181417,,"Bd. Protopopescu Pache 1-3 sector 2",,,"Bd. Protopopescu Pache","1-3","Patrimoniu reprezentativ","Clădire pentru corpul diplomatic",,"înc. sec. XX","DA","DA","NU","REABILITAT",".","trebuie verificat, nu sunt clare adresele PMB si nici google"
1533,"B-II-m-B-19474","B","II","m","B",19474,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179150,"Sector 2","Imobil",44.4381503660041,26.1172661966533,,"Bd. Protopopescu Pache 2 sector 2",,,"Bd. Protopopescu Pache",2,"Patrimoniu domestic urban","Clădire cu alte funcțiuni",,"înc. sec. XX","DA","DA","NU","CONSERVAT",".","trebuie verificat, nu sunt clare adresele PMB si nici google"
1534,"B-II-m-B-19475","B","II","m","B",19475,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179150,"Sector 2","Imobil",44.4381993,26.1174187,,"Bd. Protopopescu Pache 4 sector 2",,,"Bd. Protopopescu Pache",4,"Patrimoniu domestic urban","Clădire cu alte funcțiuni",,"înc. sec. XX",,,,,,"trebuie verificat, nu sunt clare adresele PMB si nici google"
1535,"B-II-m-B-19476","B","II","m","B",19476,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179150,"Sector 2","Imobil",44.4386770295168,26.1184445438836,,"Bd. Protopopescu Pache 5 sector 2",,,"Bd. Protopopescu Pache",5,"Patrimoniu domestic urban","Clădire cu alte funcțiuni",,"înc. sec. XX","DA","DA","NU","CONSERVAT",".","trebuie verificat, nu sunt clare adresele PMB si nici google"
1536,"B-II-m-B-19477","B","II","m","B",19477,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179150,"Sector 2","Imobil",44.4382302,26.117683,,"Bd. Protopopescu Pache 6 sector 2",,,"Bd. Protopopescu Pache",6,"Patrimoniu domestic urban","Clădire cu alte funcțiuni",,"înc. sec. XX","DA","DA","NU","DEGRADAT",".","trebuie verificat, nu sunt clare adresele PMB si nici google"
1537,"B-II-m-B-19478","B","II","m","B",19478,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179150,"Sector 2","Imobil",44.4387133,26.1187716,,"Bd. Protopopescu Pache 7 sector 2",,,"Bd. Protopopescu Pache",7,"Patrimoniu domestic urban","Clădire cu alte funcțiuni",,"înc. sec. XX","DA","DA","NU","REABILITAT",".","trebuie verificat, nu sunt clare adresele PMB si nici google"
1538,"B-II-m-B-19479","B","II","m","B",19479,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179150,"Sector 2","Imobil",44.4382801632135,26.118033473648,,"Bd. Protopopescu Pache 10 sector 2",,,"Bd. Protopopescu Pache",10,"Patrimoniu domestic urban","Clădire cu alte funcțiuni",,"înc. sec. XX","DA","DA","NU","CONSERVAT",".","trebuie verificat, nu sunt clare adresele PMB si nici google"
1539,"B-II-m-B-19480","B","II","m","B",19480,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179150,"Sector 2","Imobil",44.4387897187058,26.1191007648615,,"Bd. Protopopescu Pache 11 sector 2",,,"Bd. Protopopescu Pache",11,"Patrimoniu domestic urban","Clădire cu alte funcțiuni",,"înc. sec. XX","DA","DA","NU","DEGRADAT",".","trebuie verificat, nu sunt clare adresele PMB si nici google"
1540,"B-II-m-B-19481","B","II","m","B",19481,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179150,"Sector 2","Imobil",44.4383405942755,26.1183572777518,,"Bd. Protopopescu Pache 14 sector 2",,,"Bd. Protopopescu Pache",14,"Patrimoniu domestic urban","Clădire cu alte funcțiuni",,"înc. sec. XX",,,,,,"trebuie verificat, nu sunt clare adresele PMB si nici google"
1541,"B-II-m-B-19482","B","II","m","B",19482,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179150,"Sector 2","Imobil",44.4383564841612,26.1184434553847,,"Bd. Protopopescu Pache 18 sector 2",,,"Bd. Protopopescu Pache",18,"Patrimoniu domestic urban","Clădire cu alte funcțiuni",,"înc. sec. XX","DA","DA","NU","CONSERVAT",".","trebuie verificat, nu sunt clare adresele PMB si nici google"
1542,"B-II-m-B-19483","B","II","m","B",19483,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179150,"Sector 2","Casă Elena Lupescu",44.439233,26.1218707,,"Bd. Protopopescu Pache 51 sector 2",,,"Bd. Protopopescu Pache",51,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă",1900,"DA","DA","NU","CONSERVAT","Este la nr. 31","trebuie verificat, nu sunt clare adresele PMB si nici google"
1543,"B-II-m-B-19484","B","II","m","B",19484,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179150,"Sector 2","Colegiul Național ""Mihai Viteazul""",44.4394141,26.1251258,,"Bd. Protopopescu Pache 62 sector 2",,,"Bd. Protopopescu Pache",62,"Patrimoniu reprezentativ","Clădire pentru învățământ",,"înc. sec. XX",,,,,,"trebuie verificat, nu sunt clare adresele PMB si nici google"
1544,"B-II-m-B-19485","B","II","m","B",19485,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179150,"Sector 2","Imobil",44.4383744735256,26.1158994642272,,"Piața Protopopescu Pache 3 sector 2",,,"Piața Protopopescu Pache",3,"Patrimoniu domestic urban","Clădire cu alte funcțiuni",,"înc. sec. XX","DA","DA","NU","CONSERVAT",".","trebuie verificat, nu sunt clare adresele PMB si nici google"
1545,"B-II-m-B-19486","B","II","m","B",19486,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179150,"Sector 2","Imobil",44.4378489060435,26.1157655012079,,"Piața Protopopescu Pache 9, colț cu Bd. Pache Protopopescu nr. 2 sector 2",,,"Piața Protopopescu Pache",9,"Patrimoniu domestic urban","Clădire cu alte funcțiuni",,"înc. sec. XX",,,,,,"trebuie verificat, nu sunt clare adresele PMB si nici google"
1546,"B-II-m-B-19487","B","II","m","B",19487,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179150,"Sector 2","Imobil",44.437736,26.116222,,"Piața Protopopescu Pache 13 sector 2",,,"Piața Protopopescu Pache",13,"Patrimoniu domestic urban","Clădire cu alte funcțiuni",,"înc. sec. XX",,,,,,"trebuie verificat, nu sunt clare adresele PMB si nici google"
1547,"B-II-m-B-19522","B","II","m","B",19522,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Imobil",44.4558375,26.0977921,,"Str. Râmniceanu Naum 3 sector 1",,,"Str. Râmniceanu Naum",3,"Patrimoniu domestic urban","Clădire cu alte funcțiuni",,"1954 - 1956","DA","DA","NU","REABILITAT","Coincide B-II-m-B-19520",
1548,"B-II-m-B-19488","B","II","m","B",19488,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179150,"Sector 2","Imobil",44.4385482887057,26.1166508106247,,"Piața Protopopescu Pache 14 sector 2",,,"Piața Protopopescu Pache",14,"Patrimoniu domestic urban","Clădire cu alte funcțiuni",,"înc. sec. XX","DA","NU","DA",".",".","trebuie verificat, nu sunt clare adresele PMB si nici google"
1549,"B-II-m-B-19489","B","II","m","B",19489,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă Constantin Tănase",44.4407898,26.088978,,"Str. Puțul cu Plopi 10 sector 1",,,"Str. Puțul cu Plopi",10,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","prima jum. sec. XX","DA","DA","NU","DEGRADAT",".",
1550,"B-II-m-B-19490","B","II","m","B",19490,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă Cornel Medrea",44.4500443152217,26.0889967411008,,"Str. Puțul de Piatră 5 sector 1",,,"Str. Puțul de Piatră",5,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","prima jum. sec. XX","DA","DA","NU","REABILITAT",".",
1551,"B-II-m-B-19491","B","II","m","B",19491,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.4590532107738,26.0886560625195,,"Str. Rabat 1 sector 1",,,"Str. Rabat",1,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","prima jum. sec. XX","DA","DA","NU","REABILITAT",".",
1552,"B-II-m-B-19492","B","II","m","B",19492,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.4590662498135,26.0891989694819,,"Str. Rabat 5 sector 1",,,"Str. Rabat",5,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX","NU","DA","NU","CONSERVAT","AMBASADĂ",
1553,"B-II-m-B-19493","B","II","m","B",19493,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.4590762910549,26.0895899428415,,"Str. Rabat 7 sector 1",,,"Str. Rabat",7,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","prima jum. sec. XX","NU","DA","NU","CONSERVAT","AMBASADĂ",
1554,"B-II-m-B-19494","B","II","m","B",19494,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.4588780496456,26.090208472897,,"Str. Rabat 16 sector 1",,,"Str. Rabat",16,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","înc. sec. XX","NU","DA","NU","CONSERVAT","VEGETAȚIE",
1555,"B-II-m-B-19495","B","II","m","B",19495,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă Candiano",44.4590719,26.0913565,,"Str. Rabat 19 sector 1",,,"Str. Rabat",19,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă",1911,"DA","DA","NU","REABILITAT",".",
1556,"B-II-m-B-19496","B","II","m","B",19496,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.458869442511,26.0908395107384,,"Str. Rabat 20 sector 1",,,"Str. Rabat",20,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","înc. sec. XX","NU","DA","NU","REABILITAT","AMBASADĂ",
1557,"B-II-m-B-19497","B","II","m","B",19497,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179178,"Sector 4","Casă Simion Mehedinți",44.4371016592936,26.1156206887722,,"Str. Racoviță Dimitrie 12 sector 4",,,"Str. Racoviță Dimitrie",12,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX","DA","DA","NU","REABILITAT",".",
1558,"B-II-a-A-19498","B","II","a","A",19498,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179178,"Sector 4","Ansamblul Mănăstirii Radu Vodă",44.4242784632169,26.1073938232581,,"Str. Radu Vodă 24A sector 4",,,"Str. Radu Vodă","24A","Patrimoniu religios","Clădire de cult",,"sec. XVI - XIX",,,,,,"a fost adăugat ulterior în baza de date"
1559,"B-II-m-A-19498.01","B","II","m","A",19498.01,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179178,"Sector 4","Biserica ""Sf. Troiță"" - Radu Vodă",44.4236151199007,26.1078124163908,,"Str. Radu Vodă 24A sector 4",,,"Str. Radu Vodă","24A","Patrimoniu religios","Clădire de cult","Biserică","sec. XVI",,,,,,
1560,"B-II-m-A-19498.02","B","II","m","A",19498.02,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179178,"Sector 4","Casă domnești -ruine",44.4235644278341,26.1073194932107,,"Str. Radu Vodă 24A sector 4",,,"Str. Radu Vodă","24A","Patrimoniu religios","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVI - XIX",,,,,,
1561,"B-II-m-A-19498.03","B","II","m","A",19498.03,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179178,"Sector 4","Turn clopotniță",44.423957754554,26.1075932178641,,"Str. Radu Vodă 24A sector 4",,,"Str. Radu Vodă","24A","Patrimoniu religios","Clădire de cult","Turn-clopotniță","sec. XVII-XIX",,,,,,
1562,"B-II-m-A-19498.04","B","II","m","A",19498.04,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179178,"Sector 4","Corpul C4 - chilii",44.4236348068267,26.1072837755319,,"Str. Radu Vodă 24A sector 4",,,"Str. Radu Vodă","24A","Patrimoniu religios","Clădire de cult","Chilii",1893,,,,,,
1563,"B-II-m-B-19498.05","B","II","m","B",19498.05,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179178,"Sector 4","Corpul C2 - chilii, fără extinderea de pe latura de vest, partea de nord",44.4236915865611,26.1076487732793,,"Str. Radu Vodă 24A sector 4",,,"Str. Radu Vodă","24A","Patrimoniu religios","Clădire de cult","Chilii","1908 - 1909",,,,,,
1564,"B-II-m-B-19499","B","II","m","B",19499,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179178,"Sector 4","Casă",44.4234173698127,26.1082769933116,,"Str. Radu Vodă 26 sector 4",,,"Str. Radu Vodă",26,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XIX",,,,,,
1565,"B-II-m-A-19500","B","II","m","A",19500,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179178,"Sector 4","Biserica ""Sf. Atanasie și Chirii"" - Bucur",44.4235076844085,26.1089973493183,,"Str. Radu Vodă 33 sector 4",,,"Str. Radu Vodă",33,"Patrimoniu religios","Clădire de cult","Biserică","sec. XVIII","DA","DA","NU","REABILITAT",".","de verificat, eu am verificat cu Google"
1566,"B-II-m-B-19501","B","II","m","B",19501,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179187,"Sector 5","Palatul și Fabrica de bere ""Bragadiru""",44.4214595347852,26.0868939239879,,"Calea Rahovei 147-159 sector 5",,,"Calea Rahovei","147-159","Patrimoniu industrial prelucrător","Clădire pentru industrie",,"1894 - 1895","DA","DA","NU","RENOVAT",".","apar neconcordante la adrese. Punctul e pozitionat corect"
1567,"B-II-m-B-19502","B","II","m","B",19502,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179187,"Sector 5","Casă",44.4193338689619,26.0840355170871,,"Calea Rahovei 163 sector 5",,,"Calea Rahovei",163,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX",,,,,,"de verificat, nu apare adresa pe PMB"
1568,"B-II-m-B-19503","B","II","m","B",19503,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179187,"Sector 5","Casă",44.4187240162336,26.0833557416092,,"Calea Rahovei 169 sector 5",,,"Calea Rahovei",169,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX",,,,,,
1569,"B-II-m-B-19504","B","II","m","B",19504,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179187,"Sector 5","Casă",44.4186231232165,26.0833311967106,,"Calea Rahovei 171 sector 5",,,"Calea Rahovei",171,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX",,,,,,
1570,"B-II-m-B-19505","B","II","m","B",19505,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179187,"Sector 5","Casă",44.4186343385493,26.0832030519203,,"Calea Rahovei 173 sector 5",,,"Calea Rahovei",173,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX",,,,,,
1571,"B-II-m-B-19506","B","II","m","B",19506,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179187,"Sector 5","Casă",44.4182137277597,26.0827378235037,,"Calea Rahovei 181 sector 5",,,"Calea Rahovei",181,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX","DA","DA","NU","PUTERNIC DEGRADAT",".",
1572,"B-II-m-B-19507","B","II","m","B",19507,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179187,"Sector 5","Casă",44.417264740278,26.0816576308728,,"Calea Rahovei 189 sector 5",,,"Calea Rahovei",189,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX","DA","DA","NU","DEGRADAT",".",
1573,"B-II-m-B-19508","B","II","m","B",19508,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179187,"Sector 5","Vama antrepozite",44.4200373893198,26.0842064116024,,"Calea Rahovei 196 sector 5",,,"Calea Rahovei",196,"Patrimoniu administrativ","Clădire cu destinație specială (poliție, S.R.I., armată ș.a.)",,"sf. sec. XIX - prima jum. sec. XX",,,,,,
1574,"B-II-m-B-19509","B","II","m","B",19509,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179187,"Sector 5","Casă",44.4183498564507,26.082340760392,,"Calea Rahovei 200 sector 5",,,"Calea Rahovei",200,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX",,,,,,
1575,"B-II-m-B-19510","B","II","m","B",19510,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179187,"Sector 5","Casă",44.4174209109741,26.0811473959531,,"Calea Rahovei 216 sector 5",,,"Calea Rahovei",216,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX","DA","DA","NU","DEGRADAT",".",
1576,"B-II-m-B-19511","B","II","m","B",19511,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179187,"Sector 5","Casă",44.4173461210779,26.0810518619642,,"Calea Rahovei 218 sector 5",,,"Calea Rahovei",218,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX",,,,,,
1577,"B-II-m-B-19512","B","II","m","B",19512,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179187,"Sector 5","Casă",44.4172359761298,26.0809352777301,,"Calea Rahovei 220 sector 5",,,"Calea Rahovei",220,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX","DA","DA","NU","DEGRADAT",".",
1578,"B-II-m-B-19513","B","II","m","B",19513,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179187,"Sector 5","Casă",44.4171703183115,26.0808284190578,,"Calea Rahovei 222 sector 5",,,"Calea Rahovei",222,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX","DA","DA","NU","DEGRADAT",".",
1579,"B-II-m-B-19514","B","II","m","B",19514,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179187,"Sector 5","Casă",44.4166067828624,26.0798635802701,,"Calea Rahovei 232 sector 5",,,"Calea Rahovei",232,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX","DA","DA","NU","DEGRADAT",".",
1580,"B-II-m-B-19515","B","II","m","B",19515,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179150,"Sector 2","Casă",44.4476419872382,26.1298723132258,,"Str. Rădulescu Heliade Ion 15 sector 2",,,"Str. Rădulescu Heliade Ion",15,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","înc. sec. XX","DA","DA","NU","PUTERNIC DEGRADAT",".",
1581,"B-II-m-B-19516","B","II","m","B",19516,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179150,"Sector 2","Casă",44.4480251736313,26.1303306871652,,"Str. Rădulescu Heliade Ion 27 sector 2",,,"Str. Rădulescu Heliade Ion",27,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","înc. sec. XX",,,,,,
1582,"B-II-m-B-19517","B","II","m","B",19517,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179150,"Sector 2","Casă",44.4482175081561,26.1307690744992,,"Str. Rădulescu Heliade Ion 33 sector 2",,,"Str. Rădulescu Heliade Ion",33,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","înc. sec. XX","DA","DA","NU","PUTERNIC DEGRADAT",".",
1583,"B-II-m-B-19518","B","II","m","B",19518,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179187,"Sector 5","Fostele grajduri regale",44.429728313736,26.0596476148351,,"Str. Răzoare 2 sector 5",,,"Str. Răzoare",2,"Patrimoniu transporturi","Clădire pentru transport",,"sf. sec. XIX - prima jum. sec. XX",,,,,,"!!! Trebuie verificat, nu imi e clar unde sunt grajdurile!!!"
1584,"B-II-m-B-19520","B","II","m","B",19520,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Imobil",44.4557314202942,26.0976191695988,,"Str. Râmniceanu Naum 1 sector 1",,,"Str. Râmniceanu Naum",1,"Patrimoniu domestic urban","Clădire cu alte funcțiuni",,"1954 - 1956","DA","DA","NU","REABILITAT","Coincide B-II-m-B-19522",
1585,"B-II-m-B-19521","B","II","m","B",19521,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Imobil",44.4556619,26.0980158,,"Str. Râmniceanu Naum 2 sector 1",,,"Str. Râmniceanu Naum",2,"Patrimoniu domestic urban","Clădire cu alte funcțiuni",,"prima jum. sec. XX","NU","DA","NU","CONSERVAT","VEGETAȚIE","pe PMB apare doar o parcela cu numarul 2-4"
1586,"B-II-m-B-19523","B","II","m","B",19523,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Imobil",44.4557670149864,26.0981476069706,,"Str. Râmniceanu Naum 4 sector 1",,,"Str. Râmniceanu Naum",4,"Patrimoniu domestic urban","Clădire cu alte funcțiuni",,"prima jum. sec. XX","NU","DA","NU","CONSERVAT","VEGETAȚIE","pe PMB apare doar o parcela cu numarul 2-4"
1587,"B-II-m-B-19524","B","II","m","B",19524,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Imobil",44.45600121596,26.0980977481687,,"Str. Râmniceanu Naum 5 sector 1",,,"Str. Râmniceanu Naum",5,"Patrimoniu domestic urban","Clădire cu alte funcțiuni",,1938,"DA","DA","NU","CONSERVAT",".",
1588,"B-II-m-B-19525","B","II","m","B",19525,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Imobil",44.4558867573062,26.0982946161586,,"Str. Râmniceanu Naum 6 sector 1",,,"Str. Râmniceanu Naum",6,"Patrimoniu domestic urban","Clădire cu alte funcțiuni",,"prima jum. sec. XX","NU","DA","NU","CONSERVAT","VEGETAȚIE",
