cod_lmi;SIRSUP;rang;UAT;SIRUTA;localitate;SIRINF;sector;adresa;strada_nume;strada_numar;cod_lmi_jud;cod_lmi_nat;cod_lmi_grupa;cod_lmi_val;cod_lmi_num;tip_patrimoniu;program;tip_monument;denumire;observatii_adresa;fotografiat;Inexistent;constructie_noua;stare;observatii;observatii_corina;datare;x;y
B-II-m-B-19177;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179150;Sector 2;Str. Mântuleasa 17 sector 2;Str. Mântuleasa;17;B;II;m;B;19177;;;;Casă;;DA;NU;NU;REABILITAT;.;;sf. sec. XIX - prima jum. sec. XX;26.113123;44.4356034
B-II-m-B-19178;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179150;Sector 2;Str. Mântuleasa 19 sector 2;Str. Mântuleasa;19;B;II;m;B;19178;;;;Casă;;DA;NU;NU;REABILITAT;.;;sf. sec. XIX - prima jum. sec. XX;26.113243;44.4356945
B-II-a-A-19179;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179150;Sector 2;Str. Mântuleasa 20 sector 1;Str. Mântuleasa;20;B;II;a;A;19179;;;;Ansamblul Bisericii Mântuleasa;;DA;NU;NU;REABILITAT;.;a fost adăugat ulterior în baza de date;sec. XVIII - XX;26.113148314078;44.4351812216023
B-II-m-A-19179.01;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179150;Sector 2;Str. Mântuleasa 20 sector 2;Str. Mântuleasa;20;B;II;m;A;19179.01;;;;"Biserica ""Sfinții Arhangheli Mihail și Gavril"" - Mântuleasa";;DA;NU;NU;REABILITAT;.;;1734;26.1130388;44.4351706
B-II-m-A-19179.02;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179150;Sector 2;Str. Mântuleasa 20 sector 2;Str. Mântuleasa;20;B;II;m;A;19179.02;;;;Casă parohială;;DA;NU;NU;REABILITAT;.;;sf. sec. XIX;26.1130388;44.4351706
B-II-m-B-19180;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179150;Sector 2;Str. Mântuleasa 21 sector 2;Str. Mântuleasa;21;B;II;m;B;19180;;;;Casă;;DA;NU;NU;REABILITAT;.;;sf. sec. XIX - înc. sec. XX;26.1135011800059;44.4360412493902
B-II-m-B-19181;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179150;Sector 2;Str. Mântuleasa 23 sector 2;Str. Mântuleasa;23;B;II;m;B;19181;;;;Casă;;DA;NU;NU;DEGRADAT;.;;sf. sec. XIX - înc. sec. XX;26.113633105336;44.4361315722078
B-II-m-B-19182;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179150;Sector 2;Str. Mântuleasa 25 sector 2;Str. Mântuleasa;25;B;II;m;B;19182;;;;Casa arh. Paul Smărăndescu;;DA;NU;NU;CONSERVAT;.;;sf. sec. XIX - înc. sec. XX;26.1137548823599;44.4362309588867
B-II-m-B-20996;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179150;Sector 2;Str. Mântuleasa 33 sector 2;Str. Mântuleasa;33;B;II;m;B;20996;;;;Casa D.R. loanițescu;;DA;NU;NU;REABILITAT;.;;1922;26.113892;44.4369706
B-II-m-B-19183;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179150;Sector 2;Str. Mântuleasa 34 sector 2;Str. Mântuleasa;34;B;II;m;B;19183;;;;Casă;;DA;NU;NU;DEGRADAT;.;;1902;26.1141466;44.4365559
B-II-m-B-19185;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Mendeleev D. I. 29 sector 1;Str. Mendeleev D. I.;29;B;II;m;B;19185;;;;Casa Ștefan Luchian;;DA;NU;NU;REABILITAT;.;;sf. sec. XIX;26.0963047759286;44.4449800051433
B-II-m-B-19186;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Mendeleev D. I. 34 sector 1;Str. Mendeleev D. I.;34;B;II;m;B;19186;;;;Casă;;DA;NU;NU;CONSERVAT;.;de verificat;sf. sec. XIX;26.0965987731562;44.4452260656326
B-II-m-B-19187;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Mendeleev D. I. 35 sector 1;Str. Mendeleev D. I.;35;B;II;m;B;19187;;;;Casă;;DA;NU;NU;PUTERNIC DEGRADAT;.;;sf. sec. XIX;26.0961895364492;44.445368922198
B-II-m-B-20974;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Michelet Jules 8 sector 1;Str. Michelet Jules;8;B;II;m;B;20974;;;;Casa Demostene M. Cuculi;;DA;NU;NU;REABILITAT;.;;1892;26.0989106617887;44.4438917939553
B-II-m-B-19188;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Michelet Jules 24 sector 1;Str. Michelet Jules;24;B;II;m;B;19188;;;;Casă;;NU;NU;NU;REABILITAT;AMBASADĂ;de verificat daca e parcela de colt sau nu;sf. sec. XIX - prima jum. sec. XX;26.1005346536687;44.4440085351979
B-II-m-B-19189;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179187;Sector 5;Str. Mihai Vodă 5 sector 5;Str. Mihai Vodă;5;B;II;m;B;19189;;;;Casă;;DA;NU;NU;PUTERNIC DEGRADAT;.;e o singura parcela pe PMB 5, 7, 9;sf. sec. XIX - prima jum. sec. XX;26.0958173379573;44.4325505218659
B-II-m-B-19190;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179187;Sector 5;Str. Mihai Vodă 7 sector 5;Str. Mihai Vodă;7;B;II;m;B;19190;;;;Casă;;DA;NU;NU;PUTERNIC DEGRADAT;.;e o singura parcela pe PMB 5, 7, 9;sf. sec. XIX - prima jum. sec. XX;26.0956201779847;44.4325173215059
B-II-m-B-19191;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179187;Sector 5;Str. Mihai Vodă 9 sector 5;Str. Mihai Vodă;9;B;II;m;B;19191;;;;Casă;;DA;NU;NU;PUTERNIC DEGRADAT;.;e o singura parcela pe PMB 5, 7, 9;sf. sec. XIX - prima jum. sec. XX;26.095419;44.4325029
B-II-m-B-19192;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179187;Sector 5;Str. Mihai Vodă 11 sector 5;Str. Mihai Vodă;11;B;II;m;B;19192;;;;Casă;;DA;NU;NU;PUTERNIC DEGRADAT;.;;sf. sec. XIX - prima jum. sec. XX;26.095285;44.432501
B-II-m-B-19193;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179187;Sector 5;Str. Mihai Vodă 13 sector 5;Str. Mihai Vodă;13;B;II;m;B;19193;;;;Casă;;DA;NU;NU;DEGRADAT;.;;sf. sec. XIX - prima jum. sec. XX;26.0951409;44.43246
B-II-m-B-19194;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179187;Sector 5;Str. Mihai Vodă 15 sector 5;Str. Mihai Vodă;15;B;II;m;B;19194;;;;Casă;;DA;NU;NU;PUTERNIC DEGRADAT;.;;sf. sec. XIX - prima jum. sec. XX;26.094961;44.432515
B-II-m-B-19195;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Bd. Mihalache Ion 10 sector 1;Bd. Mihalache Ion;10;B;II;m;B;19195;;;;Casă;;DA;NU;NU;REABILITAT PARȚIAL;.;;sf. sec. XIX - înc. sec. XX;26.0823080417622;44.4543147505822
B-II-m-B-19199;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Bd. Mihalache Ion 20 sector 1;Bd. Mihalache Ion;20;B;II;m;B;19199;;;;Casă;;DA;NU;NU;DEGRADAT;.;;sf. sec. XIX - înc. sec. XX;26.0816078992259;44.4551011054434
B-II-m-B-19200;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Bd. Mihalache Ion 22 sector 1;Bd. Mihalache Ion;22;B;II;m;B;19200;;;;Casă;;DA;NU;NU;PUTERNIC DEGRADAT;.;;sf. sec. XIX - înc. sec. XX;26.0814675796595;44.4552441855262
B-II-m-A-19201;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Miile Constantin 1 sector 1;Str. Miile Constantin;1;B;II;m;A;19201;;;;Cercul Militar Național;;DA;NU;NU;ÎN REABILITARE;ȘANTIER;;1912;26.0974289263156;44.4351087564676
B-II-m-B-19202;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Miile Constantin 13 sector 1;Str. Miile Constantin;13;B;II;m;B;19202;;;;Grădina Cinema Capitol;;DA;NU;NU;PUTERNIC DEGRADAT;.;;înc. sec. XX;26.0954324442539;44.435412596468
B-II-m-B-19203;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Miile Constantin 18 sector 1;Str. Miile Constantin;18;B;II;m;B;19203;;;;Hotel Palace;;DA;NU;NU;ÎN REABILITARE;ȘANTIER;;1940;26.094911;44.4357137
B-II-m-B-19204;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Mincu Ion arh. 5-7 sector 1;Str. Mincu Ion arh.;5-7;B;II;m;B;19204;;;;"Fostul Sanatoriu ""Dr. Antoniu""";;DA;NU;NU;REABILITAT;.;de verificat, pe PMB apare doar numarul 7;înc. sec. XX;26.0793909165188;44.4586844304349
B-II-m-A-19206;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Minovici Nicolae dr. 1 sector 1;Str. Minovici Nicolae dr.;1;B;II;m;A;19206;;;;"Vila Dr. Minovici, azi Muzeul de Artă Populară ""Prof. Dr. Nicolae Minovici""";;;;;;;;1910;26.0750577;44.4837563
B-II-m-B-19247;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179150;Sector 2;Calea Moșilor 71 sector 2;Calea Moșilor;71;B;II;m;B;19247;;;;Casă;;DA;NU;NU;PUTERNIC DEGRADAT;RISC PRĂBUȘIRE;;sf. sec. XIX;26.1078837229406;44.4349602507248
B-II-m-A-19207;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Minovici Nicolae dr. 3 sector 1;Str. Minovici Nicolae dr.;3;B;II;m;A;19207;;;;"Muzeul de Artă Medievală ""Ing. D. Minovici""";;;;;;;pe PMB apare tot numarul 1. numarul 3 lipseste;1910;26.0750145449234;44.4835301906373
B-II-m-B-19208;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Minulescu Ion 38 sector 3;Str. Minulescu Ion;38;B;II;m;B;19208;;;;Casă;;;;;;;;sf. sec. XIX - prima jum. sec. XX;26.1179664;44.4174488
B-II-m-B-19209;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Minulescu Ion 46 sector 3;Str. Minulescu Ion;46;B;II;m;B;19209;;;;Casă;;DA;NU;NU;DEGRADAT;.;;sf. sec. XIX - prima jum. sec. XX;26.1182880314269;44.4172339014225
B-II-m-B-19210;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Minulescu Ion 49 sector 3;Str. Minulescu Ion;49;B;II;m;B;19210;;;;Casă;;;;;;;;sf. sec. XIX - prima jum. sec. XX;26.1187507722056;44.4171915478368
B-II-m-B-19211;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Minulescu Ion 51 sector 3;Str. Minulescu Ion;51;B;II;m;B;19211;;;;Casă;;DA;NU;NU;DEGRADAT;.;;sf. sec. XIX - prima jum. sec. XX;26.1189369214532;44.4170337999819
B-II-m-B-19212;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Minulescu Ion 53 sector 3;Str. Minulescu Ion;53;B;II;m;B;19212;;;;Casă;;DA;NU;NU;CONSERVAT;.;;sf. sec. XIX - prima jum. sec. XX;26.119082450907;44.4169709292438
B-II-m-B-19213;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Minulescu Ion 55 sector 3;Str. Minulescu Ion;55;B;II;m;B;19213;;;;Casă;;DA;NU;NU;PUTERNIC DEGRADAT;.;;sf. sec. XIX - prima jum. sec. XX;26.1194315855925;44.4167887816407
B-II-m-B-19214;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Minulescu Ion 61 sector 3;Str. Minulescu Ion;61;B;II;m;B;19214;;;;Casă;;DA;NU;NU;PUTERNIC DEGRADAT;.;;sf. sec. XIX - prima jum. sec. XX;26.1197688456892;44.4165537784316
B-II-m-B-19215;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Minulescu Ion 100 sector 3;Str. Minulescu Ion;100;B;II;m;B;19215;;;;Casă;;;;;;;de verificat, pe PMB apare numarul 98-100;sf. sec. XIX - prima jum. sec. XX;26.1201316826693;44.413625223321
B-II-m-B-19216;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179187;Sector 5;Str. Mircea cel Bătrân 16 sector 5;Str. Mircea cel Bătrân;16;B;II;m;B;19216;;;;Casă;;;;;;;;sf. sec. XIX - prima jum. sec. XX;26.0560899608734;44.4042284808423
B-II-m-A-19217;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Bd. Mircea Vodă 5 sector 3;Bd. Mircea Vodă;5;B;II;m;A;19217;;;;Casa Eliad;;DA;NU;NU;REABILITAT;.;;1863;26.1117748;44.4312708
B-II-m-B-19218;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Bd. Mircea Vodă 28 sector 3;Bd. Mircea Vodă;28;B;II;m;B;19218;;;;Casă;;;;;;;de verificat, ceva nu pare in regula;sf. sec. XIX - prima jum. sec. XX;26.1117163;44.4274193
B-II-m-B-19219;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Bd. Mircea Vodă 35B sector 3;Bd. Mircea Vodă;35B;B;II;m;B;19219;;;;"Biserica ""Buna Vestire"" - Dobroteasa";;DA;NU;NU;REABILITAT;.;;1887- 1892, sec. XVIII;26.1123396043926;44.4225208900927
B-II-m-B-19258;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Calea Moșilor 91 sector 3;Calea Moșilor;91;B;II;m;B;19258;;;;Casa Sofia Popp;;DA;NU;NU;CONSERVAT;.;;sf. sec. XIX;26.1096426986856;44.4360115683028
B-II-m-B-19220;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Mirea G. D. pictor 2 sector 1;Str. Mirea G. D. pictor;2;B;II;m;B;19220;;;;Casă;;DA;NU;NU;REABILITAT;.;;înc. sec. XX;26.0785169;44.4655891
B-II-m-B-19221;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Mirea G. D. pictor 4 sector 1;Str. Mirea G. D. pictor;4;B;II;m;B;19221;;;;Casă;;NU;.;.;.;DE REVENIT;;înc. sec. XX;26.0780756940347;44.4655231326802
B-II-m-B-19222;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Mirea G. D. pictor 9 sector 1;Str. Mirea G. D. pictor;9;B;II;m;B;19222;;;;Casă;;DA;NU;NU;REABILITAT;.;;înc. sec. XX;26.0769568;44.4650399
B-II-m-B-19223;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Mirea G. D. pictor 10 sector 1;Str. Mirea G. D. pictor;10;B;II;m;B;19223;;;;Casă;;DA;NU;NU;REABILITAT;.;;înc. sec. XX;26.0774357255042;44.465327045007
B-II-m-B-19224;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Mirea G. D. pictor 18 sector 1;Str. Mirea G. D. pictor;18;B;II;m;B;19224;;;;Casă;;DA;NU;NU;REABILITAT;.;;înc. sec. XX;26.0765911124026;44.4651318555608
B-II-m-B-19225;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179187;Sector 5;Str. Mirinescu Mihail dr. 2 sector 5;Str. Mirinescu Mihail dr.;2;B;II;m;B;19225;;;;Vilă;;DA;NU;NU;DEGRADAT;.;;prima jum. sec. XX;26.0740556;44.4305903
B-II-m-B-19226;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179187;Sector 5;Str. Mirinescu Mihail dr. 4 sector 5;Str. Mirinescu Mihail dr.;4;B;II;m;B;19226;;;;Vila Aurelia;;DA;NU;NU;CONSERVAT;.;;prima jum. sec. XX;26.0738836;44.4304088
B-II-m-B-19227;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Aleea Modrogan 1 sector 1;Aleea Modrogan;1;B;II;m;B;19227;;;;Vilă;;NU;.;.;.;FĂRĂ ACCES;e actualul sediu PNL;prima jum. sec. XX;26.0871398125425;44.4570154192905
B-II-m-B-19228;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Aleea Modrogan 2 sector 1;Aleea Modrogan;2;B;II;m;B;19228;;;;Vilă;;DA;NU;NU;RENOVAT;.;;prima jum. sec. XX;26.0867811698814;44.4561595087563
B-II-m-B-19229;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Aleea Modrogan 6 sector 1;Aleea Modrogan;6;B;II;m;B;19229;;;;Vilă;;DA;NU;NU;REABILITAT;.;;prima jum. sec. XX;26.0884694;44.4566655
B-II-m-B-19230;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Monetăriei 2 sector 1;Str. Monetăriei;2;B;II;m;B;19230;;;;Casă;;DA;NU;NU;IN REABILITARE;ȘANTIER;coincide cu B-II-m-B-18987;sf. sec. XIX - prima jum. sec. XX;26.0836339931793;44.4551619003235
B-II-m-B-19231;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Monetăriei 4 sector 1;Str. Monetăriei;4;B;II;m;B;19231;;;;"Biserica ""Izvorul Tămăduirii"" - Mavrogheni";;DA;NU;NU;REABILITAT;.;;1785 - 1787;26.0831710200552;44.4550324265562
B-II-m-B-19234;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Calea Moșilor 19 sector 3;Calea Moșilor;19;B;II;m;B;19234;;;;Casă;;DA;NU;NU;REABILITAT;.;;sf. sec. XIX;26.1042709083396;44.4308035958596
B-II-m-B-19235;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Calea Moșilor 21 sector 3;Calea Moșilor;21;B;II;m;B;19235;;;;Casă;;DA;NU;NU;REABILITAT;.;;sf. sec. XIX;26.1043884;44.4308502
B-II-m-B-19236;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Calea Moșilor 23 sector 3;Calea Moșilor;23;B;II;m;B;19236;;;;Casă;;DA;NU;NU;REABILITAT;.;;sf. sec. XIX;26.1045101;44.4309744
B-II-m-B-19237;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Calea Moșilor 25 sector 3;Calea Moșilor;25;B;II;m;B;19237;;;;Casă;;;;;;;;sf. sec. XIX;26.1046014;44.4310675
B-II-m-B-19238;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Calea Moșilor 27 sector 3;Calea Moșilor;27;B;II;m;B;19238;;;;Casă;;DA;NU;NU;DEGRADAT;.;;sf. sec. XIX;26.1049539572159;44.43122128509
B-II-m-B-19239;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Calea Moșilor 32 sector 3, Str. Bărăției 31 sector 3;Calea Moșilor;32;B;II;m;B;19239;;;;"Magazinul ""Vulturul de Mare""";;DA;NU;NU;REABILITAT;.;;sf. sec. XIX - prima jum. sec. XX;26.1045212005366;44.4306748155138
B-II-m-B-19240;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Calea Moșilor 34 sector 3;Calea Moșilor;34;B;II;m;B;19240;;;;Casă;;DA;NU;NU;REABILITAT;.;;sf. sec. XIX;26.1047218168458;44.4308482105617
B-II-m-A-19241;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Calea Moșilor 36 sector 3;Calea Moșilor;36;B;II;m;A;19241;;;;"Biserica ""Sf. Gheorghe Vechi""";;DA;NU;NU;REABILITAT;.;;sec. XVII-XIX;26.1048542910322;44.4309257433176
B-II-m-B-19242;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Calea Moșilor 38 sector 3;Calea Moșilor;38;B;II;m;B;19242;;;;Casă;;DA;NU;NU;DEGRADAT;.;;sf. sec. XIX;26.1049286625407;44.4309847555399
B-II-m-B-19243;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Calea Moșilor 40 sector 3;Calea Moșilor;40;B;II;m;B;19243;;;;Casă;;DA;NU;NU;PUTERNIC DEGRADAT;RISC PRĂBUȘIRE;;sf. sec. XIX;26.1049999594398;44.431024350817
B-II-m-B-19244;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Calea Moșilor 44 sector 3;Calea Moșilor;44;B;II;m;B;19244;;;;Casă;;DA;NU;NU;PUTERNIC DEGRADAT;RISC PRĂBUȘIRE;;sf. sec. XIX;26.1051771512685;44.4311216495031
B-II-m-B-19245;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Calea Moșilor 46 sector 3;Calea Moșilor;46;B;II;m;B;19245;;;;Casă;;DA;NU;NU;DEGRADAT;.;;sf. sec. XIX;26.1053244211683;44.4312048285744
B-II-m-B-19246;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Calea Moșilor 62-68 sector 3;Calea Moșilor;62-68;B;II;m;B;19246;;;;Case;;DA;NU;NU;DEGRADAT;.;pe PMB apare doar numarul 62;sf. sec. XIX;26.1057917149577;44.4320218908216
B-II-m-B-19248;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Calea Moșilor 73 sector 3;Calea Moșilor;73;B;II;m;B;19248;;;;Casă;;;;;;;;sf. sec. XIX;26.1079877357407;44.4350216899649
B-II-m-B-19249;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Calea Moșilor 74 sector 3;Calea Moșilor;74;B;II;m;B;19249;;;;Casă;;DA;NU;NU;ÎN REABILITARE;.;;sf. sec. XIX;26.1061242296222;44.4322328920657
B-II-m-B-19250;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Calea Moșilor 75 sector 3;Calea Moșilor;75;B;II;m;B;19250;;;;Casă;;DA;NU;NU;DEGRADAT;.;;sf. sec. XIX;26.108071460844;44.4351087174954
B-II-m-B-19251;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Calea Moșilor 77 sector 3;Calea Moșilor;77;B;II;m;B;19251;;;;Casă;;DA;NU;NU;REABILITAT;.;;sf. sec. XIX - înc. sec. XX;26.1082778196126;44.4352226994771
B-II-m-A-19252;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Calea Moșilor 79 sector 3;Calea Moșilor;79;B;II;m;A;19252;;;;"Biserica ""Intrarea Maicii Domnului în Biserică""- cu Sfinți";;DA;NU;NU;REABILITAT;.;;1728;26.1085543;44.4354107
B-II-m-B-19253;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Calea Moșilor 82 sector 3;Calea Moșilor;82;B;II;m;B;19253;;;;D;;DA;NU;NU;PUTERNIC DEGRADAT;RISC PRĂBUȘIRE;;sf. sec. XIX;26.1065966;44.432693
B-II-m-B-19254;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Calea Moșilor 84 sector 3;Calea Moșilor;84;B;II;m;B;19254;;;;Casă;;DA;NU;NU;PUTERNIC DEGRADAT;RISC PRĂBUȘIRE;;1864;26.1066666;44.4327713
B-II-m-B-19255;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Calea Moșilor 86 sector 3;Calea Moșilor;86;B;II;m;B;19255;;;;Casă;;;;;;;;sf. sec. XIX;26.1069569368094;44.4330423018009
B-II-m-B-19256;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Calea Moșilor 88 sector 3;Calea Moșilor;88;B;II;m;B;19256;;;;Casă;;DA;NU;NU;DEGRADAT;.;;sf. sec. XIX;26.1072362;44.4332894
B-II-m-B-19257;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Calea Moșilor 90 sector 3;Calea Moșilor;90;B;II;m;B;19257;;;;Casă;;DA;NU;NU;DEGRADAT;.;;1894;26.1076014;44.4336619
B-II-m-B-19259;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Calea Moșilor 92 sector 3;Calea Moșilor;92;B;II;m;B;19259;;;;Casă;;DA;NU;NU;ÎN REABILITARE;.;;1894;26.1076529;44.4337455
B-II-m-B-19260;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Calea Moșilor 122 sector 3;Calea Moșilor;122;B;II;m;B;19260;;;;Fosta casă Popp și Bunescu - corpul principal;;DA;NU;NU;PUTERNIC DEGRADAT;RISC PRĂBUȘIRE;;sf. sec. XIX;26.1092055;44.4357302
B-II-m-B-19261;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Calea Moșilor 128 sector 3;Calea Moșilor;128;B;II;m;B;19261;;;;Casa Bercovici;;DA;NU;NU;CONSERVAT;.;;sf. sec. XIX;26.1103349563155;44.4359227872622
B-II-m-B-19262;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Calea Moșilor 134-134A sector 3;Calea Moșilor;134-134A;B;II;m;B;19262;;;;Hanul Solacolu;;DA;NU;NU;PUTERNIC DEGRADAT;RISC PRĂBUȘIRE;pe PMB apar doua parcele cu numere diferite: 134 si 134A;sf. sec. XIX;26.1116035;44.4363766
B-II-m-B-19263;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Calea Moșilor 136-138 sector 3;Calea Moșilor;136-138;B;II;m;B;19263;;;;Casă;;DA;NU;NU;DEGRADAT;.;pe PMB apar doua parcele cu numere diferite: 136 si 138;sf. sec. XIX;26.1118386488642;44.436500614887
B-II-m-B-19264;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179150;Sector 2;Str. Movilă Ion 5 sector 2;Str. Movilă Ion;5;B;II;m;B;19264;;;;Casa G-ral Lahovary, azi corp al Spitalului Cantacuzino;;DA;NU;NU;REABILITAT;.;;1884 - 1886;26.1094684;44.4450146
B-II-m-B-19265;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Munții Tatra 21 sector 1;Str. Munții Tatra;21;B;II;m;B;19265;;;;Casa Sofia Cavaleru;;DA;NU;NU;PUTERNIC DEGRADAT;.;;prima jum. sec. XX;26.0826965310475;44.4511498646563
B-II-m-B-19266;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Munții Tatra 6 sector 1;Str. Munții Tatra;6;B;II;m;B;19266;;;;Casă;;DA;NU;NU;DEGRADAT;.;;prima jum. sec. XX;26.0833505292657;44.450543295455
B-II-m-B-19267;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Mureșanu Andrei poet 14A sector 1;Str. Mureșanu Andrei poet;14A;B;II;m;B;19267;;;;Muzeul Victor Babeș;;DA;NU;NU;CONSERVAT;.;;prima jum. sec. XX;26.0913285;44.4600669
