cod_lmi;SIRSUP;rang;UAT;SIRUTA;localitate;SIRINF;sector;adresa;strada_nume;strada_numar;cod_lmi_jud;cod_lmi_nat;cod_lmi_grupa;cod_lmi_val;cod_lmi_num;tip_patrimoniu;program;tip_monument;denumire;observatii_adresa;fotografiat;Inexistent;constructie_noua;stare;observatii;observatii_corina;datare;x;y
B-II-m-B-17978;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Intr. Alexe Marin 2 sector 1;Intr. Alexe Marin;2;B;II;m;B;17978;;;;Casă;;DA;NU;NU;PUTERNIC DEGRADAT;.;;sf. sec. XIX - prima jum. sec. XX;26.0834566080764;44.4446663164304
B-II-m-B-17979;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Intr. Alexe Marin 5 sector 1;Intr. Alexe Marin;5;B;II;m;B;17979;;;;Casă;;DA;NU;NU;DEGRADAT;.;;sf. sec. XIX - prima jum. sec. XX;26.0835165533561;44.4448846366188
B-II-m-B-17980;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Intr. Alexe Marin 6 sector 1;Intr. Alexe Marin;6;B;II;m;B;17980;;;;Casă;;DA;NU;NU;PUTERNIC DEGRADAT;.;;sf. sec. XIX - prima jum. sec. XX;26.0835892994811;44.4447777804984
B-II-m-B-17981;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Intr. Alexe Marin 8 sector 1;Intr. Alexe Marin;8;B;II;m;B;17981;;;;Casă;;DA;NU;NU;REABILITAT;.;;sf. sec. XIX - prima jum. sec. XX;26.083635799213;44.4448436281828
B-II-m-B-17982;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Aman Theodor pictor 1 sector 1;Str. Aman Theodor pictor;1;B;II;m;B;17982;;;;Casă;;DA;NU;NU;DEGRADAT;.;;sf. sec. XIX;26.0894886805149;44.4423694822198
B-II-m-B-17983;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Aman Theodor pictor 2 sector 1;Str. Aman Theodor pictor;2;B;II;m;B;17983;;;;Casă;;DA;NU;NU;REABILITAT;.;;sf. sec. XIX;26.0900846266652;44.4424747551081
B-II-m-B-17984;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Aman Theodor pictor 3-5 sector 1;Str. Aman Theodor pictor;3-5;B;II;m;B;17984;;;;Casă;;DA;NU;NU;DEGRADAT;.;;sf. sec. XIX;26.0891534883664;44.4426647430234
B-II-m-B-17985;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Aman Theodor pictor 4 sector 1;Str. Aman Theodor pictor;4;B;II;m;B;17985;;;;Casă;;DA;NU;NU;REABILITAT;.;;sf. sec. XIX;26.0900208;44.442597
B-II-m-B-17986;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Aman Theodor pictor 6 sector 1;Str. Aman Theodor pictor;6;B;II;m;B;17986;;;;Casă;;DA;NU;NU;REABILITAT;VEGETAȚIE ABUNDENTĂ;;sf. sec. XIX;26.0897728268912;44.4426715479687
B-II-m-B-17987;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Aman Theodor pictor 8 sector 1;Str. Aman Theodor pictor;8;B;II;m;B;17987;;;;Casă;;DA;NU;NU;REABILITAT;.;;sf. sec. XIX;26.089631791756;44.4426848318916
B-II-m-B-17988;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Aman Theodor pictor 9A sector 1;Str. Aman Theodor pictor;9A;B;II;m;B;17988;;;;Casă;;NU;DA;NU;.;.;;sf. sec. XIX;26.0892912572117;44.4425921765318
B-II-m-B-17989;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Aman Theodor pictor 10 sector 1;Str. Aman Theodor pictor;10;B;II;m;B;17989;;;;Casă;;DA;NU;NU;DEGRADAT;.;;sf. sec. XIX;26.0895111549102;44.4427764885745
B-II-m-B-17990;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Aman Theodor pictor 16 sector 1;Str. Aman Theodor pictor;16;B;II;m;B;17990;;;;Casă;;DA;NU;NU;REABILITAT;.;;sf. sec. XIX;26.0889800266734;44.443091743835
B-II-m-B-17991;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Aman Theodor pictor 18 sector 1;Str. Aman Theodor pictor;18;B;II;m;B;17991;;;;Casă;;DA;NU;NU;DEGRADAT;.;;sf. sec. XIX;26.0888820195164;44.4431248691401
B-II-m-B-17992;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Aman Theodor pictor 23-25 sector 1;Str. Aman Theodor pictor;23-25;B;II;m;B;17992;;;;Casă;;DA;NU;NU;PUTERNIC DEGRADAT;.;de verificat - par a fi doua case, pe o alee din strada principala;sf. sec. XIX;26.0876855873463;44.4434959989809
B-II-m-B-17993;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Aman Theodor pictor 27 sector 1;Str. Aman Theodor pictor;27;B;II;m;B;17993;;;;Casa Theodor Aman;;DA;NU;NU;DEGRADAT;.;;sf. sec. XIX;26.0878127;44.44387
B-II-m-B-17994;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Aman Theodor pictor 30 sector 1;Str. Aman Theodor pictor;30;B;II;m;B;17994;;;;Casă;;DA;NU;NU;DEGRADAT;.;;sf. sec. XIX;26.0883562116492;44.4435345145757
B-II-m-B-17995;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Aman Theodor pictor 31 sector 1;Str. Aman Theodor pictor;31;B;II;m;B;17995;;;;Casă;;NU;DA;NU;.;.;;sf. sec. XIX;26.0861922318;44.4446873907839
B-II-m-B-17996;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Aman Theodor pictor 38 sector 1;Str. Aman Theodor pictor;38;B;II;m;B;17996;;;;Casă;;DA;NU;NU;REABILITAT;.;;sf. sec. XIX;26.0880356353197;44.4439408781318
B-II-m-B-17997;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Aman Theodor pictor 40 sector 1;Str. Aman Theodor pictor;40;B;II;m;B;17997;;;;Casă;;DA;NU;NU;REABILITAT;.;;sf. sec. XIX;26.0880044242029;44.4440153577392
B-II-m-B-19101;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Andric Ivo 1 sector 3;Str. Andric Ivo;1;B;II;m;B;19101;;;;Casă;;DA;NU;NU;DEGRADAT;.;de verificat unde sunt exact aceste numere - nu e clar nici de pe google nici de pe site-ul PMB;sf. sec. XIX - prima jum. sec. XX;26.106510704286;44.4345855579787
B-II-m-B-19102;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Andric Ivo 2 sector 3;Str. Andric Ivo;2;B;II;m;B;19102;;;;Casă;;;;;;;;sf. sec. XIX - prima jum. sec. XX;26.1062777716811;44.4345314024528
B-II-m-B-19103;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Andric Ivo 3 sector 3;Str. Andric Ivo;3;B;II;m;B;19103;;;;Casă;;DA;NU;NU;RENOVAT;.;;sf. sec. XIX - prima jum. sec. XX;26.1066720344388;44.4346019193925
B-II-m-B-19104;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Andric Ivo 4 sector 3;Str. Andric Ivo;4;B;II;m;B;19104;;;;Casă;;DA;NU;NU;PUTERNIC DEGRADAT;RISC PRĂBUȘIRE;;sf. sec. XIX - prima jum. sec. XX;26.1063741086458;44.4343218904339
B-II-m-B-19105;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Andric Ivo 5 sector 3;Str. Andric Ivo;5;B;II;m;B;19105;;;;Casă;;DA;NU;NU;PUTERNIC DEGRADAT;.;;sf. sec. XIX - prima jum. sec. XX;26.1067878209064;44.4346067638548
B-II-m-B-17998;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Ankara 2 sector 1;Str. Ankara;2;B;II;m;B;17998;;;;Casă;;DA;NU;NU;REABILITAT;.;;prima jum. sec. XX;26.0923452167495;44.4588849140813
B-II-m-B-17999;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Ankara 4 sector 1;Str. Ankara;4;B;II;m;B;17999;;;;Casă;;NU;NU;NU;CONSERVAT;VEGETAȚIE;;prima jum. sec. XX;26.0925326403405;44.4589674696616
B-II-m-A-18001;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Piața Arcul de Triumf f.n. sector 1;Piața Arcul de Triumf;f.n.;B;II;m;A;18001;;;;Arcul de Triumf;;DA;NU;NU;REABILITAT;.;;1936;26.078116;44.4671777
B-II-m-B-18002;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179150;Sector 2;Str. Armenească 10 sector 2;Str. Armenească;10;B;II;m;B;18002;;;;Imobil;;DA;NU;NU;DEGRADAT;.;;sf. sec. XIX - prima jum. sec. XX;26.1112480159419;44.4373925631608
B-II-m-B-18003;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179150;Sector 2;Str. Armenească 35 sector 2;Str. Armenească;35;B;II;m;B;18003;;;;Casă;;DA;NU;NU;DEGRADAT;.;;sf. sec. XIX - prima jum. sec. XX;26.1117195373381;44.4403116582037
B-II-m-B-18004;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Armindenului 4 sector 1;Str. Armindenului;4;B;II;m;B;18004;;;;Casa Dimitrie Guști;;NU;.;.;.;NELOCALIZAT;;sf. sec. XIX - prima jum. sec. XX;26.0905207658346;44.4689439928784
B-II-m-B-18005;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Armindenului 12 sector 1;Str. Armindenului;12;B;II;m;B;18005;;;;Casă;;NU;NU;NU;REABILITAT;VEGETAȚIE / AMBASADĂ;;sf. sec. XIX - prima jum. sec. XX;26.0895302;44.4686756
B-II-m-B-18006;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Atelierului 12 sector 1;Str. Atelierului;12;B;II;m;B;18006;;;;Casă;;DA;NU;NU;RENOVAT;SUPRAETAJAT;;sf. sec. XIX - prima jum. sec. XX;26.0799454;44.4452269
B-II-m-B-18007;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Atelierului 14 sector 1;Str. Atelierului;14;B;II;m;B;18007;;;;Casă;;DA;NU;NU;CONSERVAT;.;;sf. sec. XIX - prima jum. sec. XX;26.0799196;44.445385
B-II-m-B-18008;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Atelierului 16 sector 1;Str. Atelierului;16;B;II;m;B;18008;;;;Casă;;DA;NU;NU;RENOVAT;.;;sf. sec. XIX - prima jum. sec. XX;26.0798719273107;44.4454681172956
B-II-m-B-18009;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Atelierului 18 sector 1;Str. Atelierului;18;B;II;m;B;18009;;;;Casă;;DA;NU;NU;DEGRADAT;.;;sf. sec. XIX - prima jum. sec. XX;26.0798014;44.4455494
B-II-m-B-18010;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Atelierului 19 sector 1;Str. Atelierului;19;B;II;m;B;18010;;;;Casă;;DA;NU;NU;DEGRADAT;.;;sf. sec. XIX - prima jum. sec. XX;26.0797328594706;44.4449900385255
B-II-m-B-18011;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Atelierului 20 sector 1;Str. Atelierului;20;B;II;m;B;18011;;;;Casă;;DA;NU;NU;REABILITAT;.;;sf. sec. XIX - prima jum. sec. XX;26.0788368387596;44.4460809927854
B-II-m-B-18012;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Atelierului 21 sector 1;Str. Atelierului;21;B;II;m;B;18012;;;;Casă;;DA;NU;NU;PUTERNIC DEGRADAT;.;;sf. sec. XIX - prima jum. sec. XX;26.0796904361318;44.4450785710363
B-II-m-B-18013;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Atelierului 22 sector 1;Str. Atelierului;22;B;II;m;B;18013;;;;Casă;;DA;NU;NU;DEGRADAT;.;;sf. sec. XIX - prima jum. sec. XX;26.0798035317567;44.4457948983352
B-II-m-B-18014;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Atelierului 24 sector 1;Str. Atelierului;24;B;II;m;B;18014;;;;Casă;;DA;NU;NU;CONSERVAT;.;;sf. sec. XIX - prima jum. sec. XX;26.0799044490336;44.4458523519311
B-II-m-B-18015;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Atena 2bis sector 1;Str. Atena;2bis;B;II;m;B;18015;;;;Vilă;;NU;NU;NU;CONSERVAT;VEGETAȚIE;;sf. sec. XX;26.0901733;44.4570202
B-II-m-B-18016;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Atena 3 sector 1;Str. Atena;3;B;II;m;B;18016;;;;Vilă;;NU;NU;NU;REABILITAT;AMBASADĂ;;sf. sec. XX;26.0903247024568;44.4575938364243
B-II-m-B-18017;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Atena 4 sector 1;Str. Atena;4;B;II;m;B;18017;;;;Vilă;;NU;NU;NU;CONSERVAT;VEGETAȚIE;;sf. sec. XX;26.0903146664625;44.4571271794169
B-II-m-B-18018;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Atena 6 sector 1;Str. Atena;6;B;II;m;B;18018;;;;Vilă;;DA;NU;NU;CONSERVAT;.;;sf. sec. XX;26.0904183;44.4572902
B-II-m-B-18019;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Atena 8 sector 1;Str. Atena;8;B;II;m;B;18019;;;;Vilă;;NU;NU;NU;REABILITAT;VEGETAȚIE;;sf. sec. XX;26.0907872829947;44.4575300224879
B-II-m-B-18020;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Atena 12 sector 1;Str. Atena;12;B;II;m;B;18020;;;;Vilă;;NU;NU;NU;REABILITAT;VEGETAȚIE;;sf. sec. XX;26.0910529353489;44.4578194255159
B-II-m-B-18021;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Atena 16 sector 1;Str. Atena;16;B;II;m;B;18021;;;;Vilă;;NU;NU;NU;CONSERVAT;AMBASADĂ;;sf. sec. XX;26.0913204;44.4581713
B-II-m-B-18022;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Atena 18 sector 1;Str. Atena;18;B;II;m;B;18022;;;;Vilă;;NU;NU;NU;CONSERVAT;AMBASADĂ;;sf. sec. XX;26.0914446;44.4582651
B-II-m-B-18023;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Atena 20 sector 1;Str. Atena;20;B;II;m;B;18023;;;;Vilă;;DA;NU;NU;REABILITAT;.;;sf. sec. XX;26.0916656;44.4584717
B-II-m-B-18024;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Atena 22 sector 1;Str. Atena;22;B;II;m;B;18024;;;;Vilă;;DA;NU;NU;CONSERVAT;.;;sf. sec. XX;26.0917204;44.4585149
B-II-m-B-18025;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Atena 24-26 sector 1;Str. Atena;24-26;B;II;m;B;18025;;;;Vilă;;DA;NU;NU;REABILITAT;.;de verificat daca sunt doua case separate sau nu. Pe site-ul PMB apar doua numere postale distincte;sf. sec. XX;26.0918697;44.458683
B-II-m-B-18027;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Bd. Aviatorilor f.n. sector 1 (în incinta Parcului Herăstrău);Bd. Aviatorilor;f.n.;B;II;m;B;18027;;;;"Restaurantul ""Pescăruș""";(în incinta Parcului Herăstrău);;;;;;;prima jum. sec. XX;26.0852806479688;44.4726563050383
B-II-m-B-18028;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Bd. Aviatorilor 1 sector 1;Bd. Aviatorilor;1;B;II;m;B;18028;;;;"Institutul de Istorie ""Nicolae lorga""";;DA;NU;NU;CONSERVAT;.;;prima jum. sec. XX;26.0854026;44.4554883
B-II-m-B-18029;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Bd. Aviatorilor 3 sector 1;Bd. Aviatorilor;3;B;II;m;B;18029;;;;Casă;;DA;NU;NU;REABILITAT;.;;sf. sec. XlX-prima jum. sec. XX;26.0854241;44.459811
B-II-m-B-18030;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Bd. Aviatorilor 5 sector 1;Bd. Aviatorilor;5;B;II;m;B;18030;;;;Casă;;DA;NU;NU;DEGRADAT;.;;sf. sec. XIX -prima jum. sec. XX;26.0854556093414;44.4600255038994
B-II-m-B-18031;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Bd. Aviatorilor 7 sector 1;Bd. Aviatorilor;7;B;II;m;B;18031;;;;Casă;;DA;NU;NU;CONSERVAT;.;;sf. sec. XIX -prima jum. sec. XX;26.0855224;44.4603143
B-II-m-B-18032;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Bd. Aviatorilor 8 sector 1;Bd. Aviatorilor;8;B;II;m;B;18032;;;;Casa Oromolu;;DA;NU;NU;REABILITAT;.;;1927;26.0866668820689;44.4538667818584
B-II-m-B-18033;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Bd. Aviatorilor 9 sector 1;Bd. Aviatorilor;9;B;II;m;B;18033;;;;Casă;;DA;NU;NU;CONSERVAT;.;;sf. sec. XIX -prima jum. sec. XX;26.085437;44.460418
B-II-m-B-18034;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Bd. Aviatorilor 11 sector 1;Bd. Aviatorilor;11;B;II;m;B;18034;;;;Casă;;DA;NU;NU;PUTERNIC DEGRADAT;.;;sf. sec. XIX -prima jum. sec. XX;26.085500501749;44.4606217598973
B-II-m-B-18035;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Bd. Aviatorilor 13 sector 1;Bd. Aviatorilor;13;B;II;m;B;18035;;;;Casă;;DA;NU;NU;PARȚIAL REABILITAT;.;;sf. sec. XIX -prima jum. sec. XX;26.0855664;44.4607093
B-II-m-B-18036;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Bd. Aviatorilor 16 sector 1;Bd. Aviatorilor;16;B;II;m;B;18036;;;;Fostul garaj regal;;DA;NU;NU;DETERIORAT;.;;sf. sec. XIX -prima jum. sec. XX;26.086595232854;44.4550647975097
B-II-m-B-18037;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Bd. Aviatorilor 24 sector 1;Bd. Aviatorilor;24;B;II;m;B;18037;;;;Casă;;;;;;;;sf. sec. XIX -prima jum. sec. XX;26.0866499;44.4582441
B-II-m-B-18038;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Bd. Aviatorilor 32 sector 1;Bd. Aviatorilor;32;B;II;m;B;18038;;;;Casă;;NU;NU;NU;DETERIORAT;VEGETAȚIE / FĂRĂ ACCES;;sf. sec. XIX -prima jum. sec. XX;26.0865848286355;44.4595597626819
B-II-m-B-18039;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Bd. Aviatorilor 40 sector 1;Bd. Aviatorilor;40;B;II;m;B;18039;;;;Casă;;NU;NU;NU;CONSERVAT;VEGETAȚIE / AMBASADĂ;;sf. sec. XIX -prima jum. sec. XX;26.0867044;44.4612571
B-II-m-B-18040;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Bd. Aviatorilor 42 sector 1;Bd. Aviatorilor;42;B;II;m;B;18040;;;;Casă;;DA;NU;NU;CONSERVAT;.;;sf. sec. XIX -prima jum. sec. XX;26.0867614;44.461437
B-II-m-B-18041;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Bd. Aviatorilor 46 sector 1;Bd. Aviatorilor;46;B;II;m;B;18041;;;;Casă;;NU;NU;NU;CONSERVAT;VEGETAȚIE / AMBASADĂ;;sf. sec. XIX -prima jum. sec. XX;26.0867437;44.4618586
B-II-m-B-18042;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Bd. Aviatorilor 50 sector 1;Bd. Aviatorilor;50;B;II;m;B;18042;;;;Casă;;NU;NU;NU;CONSERVAT;AMBASADĂ;;sf. sec. XIX -prima jum. sec. XX;26.0869793389387;44.4637257168477
B-II-m-B-18043;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Bd. Aviatorilor 51-53 sector 1;Bd. Aviatorilor;51-53;B;II;m;B;18043;;;;Casă;;DA;NU;NU;DEGRADAT;.;;sf. sec. XIX -prima jum. sec. XX;26.0856504;44.4639777
B-II-m-B-21023;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Bd. Aviatorilor 106 sector 1;Bd. Aviatorilor;106;B;II;m;B;21023;;;;Imobil;;DA;NU;NU;CONSERVAT;.;;1950 - 1951;26.0882333697391;44.4708231072966
B-II-m-B-18044;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179150;Sector 2;Str. Avram Iancu 1 sector 2;Str. Avram Iancu;1;B;II;m;B;18044;;;;Casă;;DA;NU;NU;CONSERVAT;.;;sf. sec. XIX -prima jum. sec. XX;26.1174459547112;44.4371071898359
B-II-m-B-18045;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179150;Sector 2;Str. Avram Iancu 5-5A sector 2;Str. Avram Iancu;5-5A;B;II;m;B;18045;;;;Casă;;;;;;;de verificat daca sunt doua case separate sau nu. Pe site-ul PMB apar doua numere postale distincte;sf. sec. XIX -prima jum. sec. XX;26.1178473860552;44.4375049383127
B-II-m-B-18046;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179150;Sector 2;Str. Avrig 1 sector 2;Str. Avrig;1;B;II;m;B;18046;;;;Fost cinematograf;;DA;NU;NU;DEGRADAT;.;;sf. sec. XIX -prima jum. sec. XX;26.1285176385033;44.4477229396271
B-II-m-B-18049;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179150;Sector 2;Str. Avrig 6 sector 2;Str. Avrig;6;B;II;m;B;18049;;;;Casă;;DA;NU;NU;DEGRADAT;.;;prima jum. sec. XX;26.1283805485372;44.4472918469448
B-II-m-B-18050;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179150;Sector 2;Str. Avrig 18 sector 2;Str. Avrig;18;B;II;m;B;18050;;;;Imobil;;DA;NU;NU;DEGRADAT;.;;prima jum. sec. XX;26.1290130008275;44.446841832824
B-II-m-B-18051;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179150;Sector 2;Str. Avrig 78 sector 2;Str. Avrig;78;B;II;m;B;18051;;;;Casă;;DA;NU;NU;DEGRADAT;.;;prima jum. sec. XX;26.1329270869137;44.4425869739243
B-II-m-B-18052;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179150;Sector 2;Str. Avrig 80A sector 2;Str. Avrig;80A;B;II;m;B;18052;;;;Casă;;DA;NU;NU;REANOVAT;.;;prima jum. sec. XX;26.1330648406421;44.4424354451473
B-II-m-B-18053;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Axinte Uricariul 23 sector 1;Str. Axinte Uricariul;23;B;II;m;B;18053;;;;Casă;;DA;NU;NU;CONSERVAT;;;prima jum. sec. XX;26.1002885472005;44.454590369094
B-II-m-B-18054;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Axinte Uricariul 25-27 sector 1;Str. Axinte Uricariul;25-27;B;II;m;B;18054;;;;Casă;;DA;NU;NU;;;;prima jum. sec. XX;26.1005604;44.454572
B-II-m-B-18055;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179178;Sector 4;Str. Bacovia George 63 sector 4;Str. Bacovia George;63;B;II;m;B;18055;;;;Casa George Bacovia;;DA;NU;NU;REABILITAT;.;;prima jum. sec. XX;26.1012572;44.3970494
B-II-m-B-18057;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Baia de Fier 1A sector 3;Str. Baia de Fier;1A;B;II;m;B;18057;;;;Casă;;DA;NU;NU;REABILITAT;SUPRAETAJAT;;sf. sec. XIX;26.1053672566459;44.4303104865695
B-II-m-B-18058;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Baia de Fier 3 sector 3;Str. Baia de Fier;3;B;II;m;B;18058;;;;Casă;;DA;NU;NU;DEGRADAT;.;;sf. sec. XIX;26.105553;44.430366
B-II-m-B-18059;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Baia de Fier 4 sector 3;Str. Baia de Fier;4;B;II;m;B;18059;;;;Casă;;DA;NU;NU;REABILITAT;.;;sf. sec. XIX;26.1056967;44.4303599
B-II-m-B-18060;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Baia de Fier 5 sector 3;Str. Baia de Fier;5;B;II;m;B;18060;;;;Casă;;DA;NU;NU;DEGRADAT;.;;sf. sec. XIX;26.105789;44.430593
B-II-m-B-18061;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Baia de Fier 6 sector 3;Str. Baia de Fier;6;B;II;m;B;18061;;;;Casă;;DA;NU;NU;DEGRADAT;;;sf. sec. XIX;26.105773;44.430426
B-II-m-B-18062;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Baia de Fier 8 sector 3;Str. Baia de Fier;8;B;II;m;B;18062;;;;Casă;;DA;NU;NU;DEGRADAT;.;;sf. sec. XIX;26.1058775;44.4305232
B-II-m-B-18063;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Baia de Fier 10 sector 3;Str. Baia de Fier;10;B;II;m;B;18063;;;;Imobil;;DA;NU;NU;REABILITAT;.;;sf. sec. XIX;26.1061130045297;44.4303873112042
B-II-m-B-18064;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Balaban Emil 6 sector 1;Str. Balaban Emil;6;B;II;m;B;18064;;;;Casă;;DA;NU;NU;REABILITAT;.;;înc. sec. XX;26.1022678715917;44.4480096980236
B-II-m-B-18065;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Balaban Emil 8 sector 1;Str. Balaban Emil;8;B;II;m;B;18065;;;;Casă;;DA;NU;NU;REABILITAT;.;;înc. sec. XX;26.1022082255842;44.4481069973225
B-II-m-B-18066;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Balaban Emil 9 sector 1;Str. Balaban Emil;9;B;II;m;B;18066;;;;Casă;;DA;NU;NU;CONSERVAT;.;;înc. sec. XX;26.1018032315568;44.4481226337859
